row_id,food_category,food_department,food_family,store_sales(in millions),store_cost(in millions),unit_sales(in millions),promotion_name,sales_country,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at home(approx),avg. yearly_income,num_children_at_home,avg_cars_at home(approx).1,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
10481,Canned Anchovies,Canned Foods,Food,8.55,4.104,3,Tip Top Savings,USA,S,F,2,Partial High School,Bronze,Skilled Manual,N,4,$30K - $50K,0,4,Just Right,2.85,10.1,7.1,1,1,9,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Street Handout,142.58
10482,Vegetables,Produce,Food,2.07,1.035,3,Cash Register Lottery,USA,M,M,0,Partial High School,Normal,Manual,N,0,$10K - $30K,0,0,High Top,0.69,12.3,11.3,0,0,17,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio",123.61
10483,Dairy,Dairy,Drink,2.37,1.0191,3,Three for One,Mexico,M,F,3,Graduate Degree,Bronze,Management,N,1,$130K - $150K,1,1,Even Better,0.79,15.7,12.6,0,0,6,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,In-Store Coupon,125.48
10484,Dairy,Dairy,Food,5.01,1.9038,3,Bye Bye Baby,USA,M,F,1,Bachelors Degree,Silver,Professional,N,4,$50K - $70K,0,4,Club,1.67,17.7,15.7,1,0,33,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,90.58
10485,Meat,Meat,Food,3.45,1.4835,3,Free For All,USA,S,F,3,High School Degree,Bronze,Management,Y,1,$130K - $150K,0,1,Genteel,1.15,11.1,9.1,1,0,15,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,52.06
10486,Frozen Desserts,Frozen Foods,Food,8.73,3.0555,3,I Cant Believe It Sale,USA,M,M,3,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,2,1,Big Time,2.91,17.4,16.3,1,1,6,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Product Attachment,69.47
10487,Snack Foods,Snack Foods,Food,8.8,3.696,4,Super Duper Savers,USA,M,F,1,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,2,Fort West,2.2,8.28,6.27,1,0,17,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Daily Paper,100.91
10488,Vegetables,Frozen Foods,Food,3.81,1.7526,3,Two Day Sale,Mexico,S,F,2,Partial College,Bronze,Management,N,2,$30K - $50K,0,2,PigTail,1.27,10.2,8.19,1,1,17,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Sunday Paper, Radio, TV",93.11
10489,Canned Soup,Canned Foods,Food,7.36,2.7232,4,I Cant Believe It Sale,Canada,M,M,3,Partial College,Silver,Management,N,2,$30K - $50K,3,2,Bravo,1.84,9,6,0,0,19,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Daily Paper, Radio, TV",102.47
10490,Snack Foods,Snack Foods,Food,8.76,3.942,4,Tip Top Savings,Mexico,M,M,2,Partial College,Silver,Management,N,1,$90K - $110K,1,1,Fast,2.19,17.7,15.7,0,1,9,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,"Daily Paper, Radio",79.59
10491,Dairy,Dairy,Food,9.36,4.5864,3,Shelf Clearing Days,Mexico,M,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,1,1,Even Better,3.12,7.91,6.9,1,0,13,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,Bulk Mail,69.54
10492,Meat,Deli,Food,3.12,1.092,4,Big Time Savings,USA,M,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,4,1,American,0.78,14.2,11.1,1,0,19,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,Daily Paper,77.32
10493,Pain Relievers,Health and Hygiene,Non-Consumable,6.12,2.0196,4,Saving Days,USA,M,F,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,1,3,Steady,1.53,6.32,4.32,0,0,33,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Product Attachment,83.26
10494,Plastic Products,Household,Non-Consumable,10.28,3.2896,4,Two Day Sale,USA,M,F,2,Bachelors Degree,Bronze,Professional,Y,4,$30K - $50K,2,4,Sunset,2.57,13.1,11.1,0,0,24,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,91.28
10495,Cold Remedies,Health and Hygiene,Non-Consumable,2.92,1.022,4,Price Savers,USA,S,M,5,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,3,Hilltop,0.73,12.9,9.89,1,0,6,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Product Attachment,62.27
10496,Vegetables,Produce,Food,14.04,5.616,4,Money Savers,Mexico,M,M,3,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0,2,Ebony,3.51,21.4,19.3,0,1,18,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,TV,65.7
10497,Hot Beverages,Beverages,Drink,5.1,2.193,3,Money Savers,Canada,M,M,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,1,Super,1.7,6.09,3.09,1,0,14,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Sunday Paper,107.2
10498,Starchy Foods,Starchy Foods,Food,7.2,3.456,4,Two Day Sale,Mexico,S,F,0,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,3,Monarch,1.8,13.2,11.1,0,0,24,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Radio,94.79
10499,Dairy,Dairy,Food,7.96,3.2636,2,Dollar Cutters,USA,M,M,3,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,2,2,Carlson,3.98,14.8,12.8,0,0,30,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Daily Paper, Radio, TV",144.18
10500,Vegetables,Produce,Food,3.72,1.8228,3,Dollar Cutters,USA,S,M,4,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,4,High Top,1.24,13.5,11.5,1,1,7,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Street Handout,131.46
10501,Fruit,Produce,Food,8.31,3.0747,3,Super Savers,USA,M,M,3,Bachelors Degree,Bronze,Management,N,2,$70K - $90K,0,2,Ebony,2.77,18.5,16.5,1,0,10,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Cash Register Handout,71.51
10502,Magazines,Periodicals,Non-Consumable,1.65,0.7425,3,Price Slashers,USA,M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,1,Excel,0.55,21,19,0,0,24,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio, TV",54.11
10503,Frozen Desserts,Frozen Foods,Food,6.68,2.4048,4,Weekend Markdown,USA,M,F,3,High School Degree,Normal,Manual,N,2,$10K - $30K,2,2,Carrington,1.67,20.2,18.2,0,0,21,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,140.57
10504,Plastic Products,Household,Non-Consumable,2.8,0.84,4,Super Duper Savers,USA,M,F,3,High School Degree,Golden,Manual,Y,3,$30K - $50K,3,3,Denny,0.7,14,12,0,0,3,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Daily Paper,91
10505,Pain Relievers,Health and Hygiene,Non-Consumable,7.14,2.7846,3,Price Savers,USA,M,F,5,Bachelors Degree,Silver,Professional,Y,4,$50K - $70K,5,4,Bird Call,2.38,19,17,1,0,16,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",111.7
10506,Hardware,Checkout,Non-Consumable,2.67,0.9612,3,Weekend Markdown,USA,M,M,5,Bachelors Degree,Silver,Management,Y,3,$50K - $70K,2,3,Queen,0.89,8.61,5.6,1,0,29,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,140.57
10507,Vegetables,Produce,Food,9.6,4.032,4,Shelf Emptiers,USA,S,F,4,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,3,Hermanos,2.4,7.06,5.05,1,0,29,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",107.89
10508,Plastic Products,Household,Non-Consumable,8.94,3.3972,3,Weekend Markdown,USA,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,2,Cormorant,2.98,15.6,13.6,1,0,6,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Street Handout,53.37
10509,Magazines,Periodicals,Non-Consumable,9.6,3.456,3,Go For It,USA,M,F,0,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,3,Robust,3.2,9.56,8.56,0,0,23,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Street Handout,97.45
10510,Fruit,Produce,Food,2.76,1.242,3,Dollar Days,USA,S,M,4,Bachelors Degree,Silver,Management,N,2,$50K - $70K,0,2,Ebony,0.92,11.7,9.69,0,0,8,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Sunday Paper,143.04
10511,Fruit,Produce,Food,7.64,2.3684,4,Unbeatable Price Savers,USA,M,F,2,Bachelors Degree,Bronze,Professional,Y,4,$30K - $50K,2,4,Tell Tale,1.91,20.7,19.7,0,1,17,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Bulk Mail,66.78
10512,Vegetables,Produce,Food,2.64,1.1088,2,Two Day Sale,USA,S,F,4,High School Degree,Silver,Professional,Y,4,$150K +,0,4,Ebony,1.32,6.29,5.28,1,1,28,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,Cash Register Handout,74.5
10513,Canned Tuna,Canned Foods,Food,14.8,5.032,5,Shelf Emptiers,Mexico,S,M,3,Bachelors Degree,Silver,Professional,N,3,$50K - $70K,0,3,Pleasant,2.96,6.41,3.4,1,0,16,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Daily Paper, Radio",147.82
10514,Vegetables,Produce,Food,15.64,6.5688,4,High Roller Savings,USA,S,F,2,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,2,Hermanos,3.91,17.2,15.2,1,0,11,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,Daily Paper,101.84
10515,Breakfast Foods,Frozen Foods,Food,2.04,0.9792,4,Price Cutters,USA,S,F,4,Bachelors Degree,Bronze,Management,N,2,$50K - $70K,0,2,PigTail,0.51,14.7,12.6,0,0,26,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,Product Attachment,129.2
10516,Starchy Foods,Starchy Foods,Food,9,3.06,5,Price Slashers,Canada,S,M,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,2,Monarch,1.8,13.2,11.1,0,0,24,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Sunday Paper, Radio, TV",77.24
10517,Pain Relievers,Health and Hygiene,Non-Consumable,9.28,3.8048,4,Dimes Off,Mexico,S,F,3,Partial High School,Bronze,Management,Y,1,$130K - $150K,0,1,Faux Products,2.32,11.1,9.1,0,0,31,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Radio,115.25
10518,Canned Soup,Canned Foods,Food,6.99,2.7261,3,Super Savers,USA,S,F,1,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,0,3,Blue Label,2.33,19.7,18.7,0,1,18,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Cash Register Handout,71.51
10519,Dairy,Dairy,Food,10.32,3.1992,3,Go For It,USA,M,M,3,High School Degree,Bronze,Skilled Manual,N,4,$50K - $70K,1,4,Club,3.44,14.4,12.3,1,0,19,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Radio,105.74
10520,Frozen Desserts,Frozen Foods,Food,3.84,1.2288,3,Dollar Cutters,USA,S,F,4,Partial College,Bronze,Professional,N,2,$30K - $50K,0,2,PigTail,1.28,15.3,13.3,1,0,8,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",136.74
10521,Breakfast Foods,Breakfast Foods,Food,4.94,1.7784,2,Two Day Sale,USA,M,F,2,Partial High School,Bronze,Professional,Y,4,$130K - $150K,2,4,Best,2.47,8.87,6.86,1,0,5,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,Cash Register Handout,74.5
10522,Jams and Jellies,Baking Goods,Food,5.94,2.3166,3,Super Wallet Savers,USA,S,M,3,Partial High School,Golden,Skilled Manual,Y,1,$10K - $30K,0,1,Plato,1.98,19.9,17.8,0,0,24,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,140.19
10523,Meat,Frozen Foods,Food,3.64,1.1648,4,Two for One,USA,M,F,5,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,3,1,Imagine,0.91,9.91,7.9,1,0,9,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio, TV",57.52
10524,Snack Foods,Snack Foods,Food,5.04,2.0664,3,Save-It Sale,Mexico,M,M,1,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,1,3,Fort West,1.68,18.4,15.3,0,1,17,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,In-Store Coupon,67.63
10525,Fruit,Produce,Food,5.68,2.4992,4,Free For All,Mexico,S,M,1,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,4,Tri-State,1.42,9.62,7.61,0,0,30,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,Radio,148.87
10526,Vegetables,Produce,Food,3.84,1.7664,4,Savings Galore,USA,M,F,3,Graduate Degree,Bronze,Professional,N,4,$90K - $110K,2,4,Ebony,0.96,21.6,20.6,0,1,12,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Sunday Paper, Radio",136.57
10527,Baking Goods,Baking Goods,Food,5.94,2.1978,2,Save-It Sale,USA,S,M,0,Bachelors Degree,Bronze,Professional,Y,4,$130K - $150K,0,4,BBB Best,2.97,13.5,11.5,0,1,15,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Daily Paper,81.79
10528,Snack Foods,Snack Foods,Food,4.82,1.5424,2,High Roller Savings,USA,M,F,0,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,1,Nationeel,2.41,10.2,8.19,0,1,25,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio",84.16
10529,Paper Products,Household,Non-Consumable,9.96,4.8804,4,Tip Top Savings,USA,S,F,5,Partial High School,Golden,Manual,Y,1,$10K - $30K,0,1,Denny,2.49,17.6,16.6,1,0,27,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Bulk Mail,106.66
10530,Vegetables,Canned Foods,Food,3.6,1.764,3,Cash Register Lottery,USA,M,F,0,Partial High School,Golden,Skilled Manual,Y,4,$30K - $50K,0,4,Just Right,1.2,10,9,1,1,13,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio",59.86
10531,Snack Foods,Snack Foods,Food,2.15,0.817,1,Dimes Off,USA,M,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,4,1,Fort West,2.15,16,15,1,0,30,Small Grocery,San Francisco,CA,22478,15321,4294,2863,1,0,0,0,0,In-Store Coupon,101.65
10532,Cold Remedies,Health and Hygiene,Non-Consumable,5.66,2.83,2,Sales Galore,USA,M,F,1,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0,2,Hilltop,2.83,10.6,8.6,1,0,4,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Daily Paper, Radio, TV",145.41
10533,Vegetables,Frozen Foods,Food,4.56,1.6872,3,Two Day Sale,Mexico,M,F,4,High School Degree,Golden,Professional,N,2,$70K - $90K,4,2,Carrington,1.52,9.89,7.89,1,0,19,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Sunday Paper, Radio, TV",93.11
10534,Canned Soup,Canned Foods,Food,3,1.38,2,Savings Galore,USA,S,F,3,Partial High School,Golden,Manual,N,3,$30K - $50K,0,3,Just Right,1.5,17.2,15.2,0,0,2,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Street Handout,138.53
10535,Pizza,Frozen Foods,Food,3.63,1.5246,3,Price Savers,USA,M,F,3,Partial College,Golden,Professional,Y,3,$50K - $70K,3,3,PigTail,1.21,10.1,8.1,1,1,13,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",111.7
10536,Kitchen Products,Household,Non-Consumable,1.56,0.6084,3,Dollar Days,USA,S,F,2,Partial High School,Bronze,Skilled Manual,Y,1,$30K - $50K,0,1,Cormorant,0.52,8.17,7.17,1,0,1,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Sunday Paper,143.04
10537,Vegetables,Produce,Food,1.71,0.5301,3,Price Destroyers,Mexico,M,F,5,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,5,0,Ebony,0.57,21.7,19.7,1,0,22,Mid-Size Grocery,Hidalgo,Zacatecas,38382,30351,4819,3213,0,0,0,0,0,"Sunday Paper, Radio",139.25
10538,Snack Foods,Snack Foods,Food,5.76,2.0736,2,Price Savers,Mexico,M,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1,1,Fast,2.88,19.3,18.2,1,0,18,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,"Sunday Paper, Radio",54.36
10539,Vegetables,Produce,Food,3.42,1.4022,2,Shelf Clearing Days,USA,M,F,2,Bachelors Degree,Bronze,Professional,Y,3,$90K - $110K,2,3,High Top,1.71,13.4,11.3,1,0,22,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,In-Store Coupon,109.21
10540,Carbonated Beverages,Beverages,Drink,4.36,1.6568,2,Double Down Sale,USA,M,M,3,Bachelors Degree,Bronze,Management,Y,2,$70K - $90K,1,2,Excellent,2.18,13.1,11.1,1,0,22,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,TV,95.74
10541,Meat,Frozen Foods,Food,10.38,4.4634,3,Sale Winners,Mexico,S,M,4,Graduate Degree,Bronze,Professional,Y,1,$90K - $110K,0,1,Imagine,3.46,11,8,0,1,24,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,In-Store Coupon,99.38
10542,Vegetables,Produce,Food,5,2.4,2,Cash Register Lottery,USA,M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,3,0,Tri-State,2.5,6.66,4.65,1,0,1,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,In-Store Coupon,95.78
10543,Bread,Baked Goods,Food,7.72,2.8564,4,Double Down Sale,USA,S,M,3,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,2,Colony,1.93,6.14,3.13,0,0,33,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio",62.67
10544,Snack Foods,Snack Foods,Food,15.04,6.768,4,Unbeatable Price Savers,USA,M,M,1,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,1,4,Fast,3.76,9.41,6.4,1,0,24,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Product Attachment,124.36
10545,Pizza,Frozen Foods,Food,3.39,1.2204,3,Weekend Markdown,USA,S,M,3,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,2,Big Time,1.13,9.16,7.15,1,1,8,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,140.57
10546,Magazines,Periodicals,Non-Consumable,4.92,2.1648,3,Two Day Sale,Mexico,S,F,1,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,2,Mighty Good,1.64,18.3,17.2,1,0,6,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Radio,94.79
10547,Pain Relievers,Health and Hygiene,Non-Consumable,4.26,2.0448,3,Double Down Sale,USA,M,M,2,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,2,3,Steady,1.42,19.1,18.1,0,0,17,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Radio,50.79
10548,Snack Foods,Snack Foods,Food,8.52,3.0672,3,Price Slashers,Canada,M,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,2,1,Fast,2.84,7.92,6.92,1,1,4,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Sunday Paper, Radio, TV",77.24
10549,Seafood,Seafood,Food,4.76,2.0944,2,Price Winners,Mexico,S,F,2,Graduate Degree,Bronze,Professional,Y,3,$90K - $110K,0,3,Kiwi,2.38,11.9,8.89,0,0,15,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,"Daily Paper, Radio, TV",83.55
10550,Vegetables,Produce,Food,1.71,0.7353,3,High Roller Savings,USA,M,F,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,1,1,High Top,0.57,9.3,7.3,1,0,24,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Daily Paper,101.84
10551,Bread,Baked Goods,Food,11.58,5.4426,3,Savings Galore,USA,S,F,2,Bachelors Degree,Bronze,Professional,Y,1,$90K - $110K,0,1,Great,3.86,6.2,5.19,1,1,11,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Sunday Paper, Radio",136.57
10552,Eggs,Eggs,Food,3.93,1.8471,3,Best Savings,USA,S,M,2,Partial High School,Bronze,Skilled Manual,N,2,$50K - $70K,0,2,Urban,1.31,9.21,7.21,0,0,9,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,"Daily Paper, Radio, TV",53.82
10553,Meat,Deli,Food,13.8,4.83,5,Big Time Discounts,USA,M,M,4,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,4,4,Red Spade,2.76,21.8,20.7,0,0,7,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,In-Store Coupon,145.6
10554,Packaged Vegetables,Produce,Food,6.51,2.8644,3,Big Promo,USA,M,F,0,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,1,Hermanos,2.17,6.96,3.96,1,1,15,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Sunday Paper,51.12
10555,Snack Foods,Snack Foods,Food,3.57,1.7493,3,Price Destroyers,Mexico,M,F,3,Partial High School,Golden,Professional,Y,3,$70K - $90K,3,3,Best Choice,1.19,14.7,12.6,1,1,21,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Cash Register Handout,148.62
10556,Candy,Snacks,Food,8.64,3.888,4,Big Promo,USA,S,F,4,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,0,1,Atomic,2.16,17.5,15.5,0,1,32,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Sunday Paper,51.12
10557,Jams and Jellies,Baking Goods,Food,10.83,3.6822,3,Wallet Savers,USA,M,M,4,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,4,3,BBB Best,3.61,21.8,18.7,1,1,25,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Sunday Paper, Radio, TV",79.95
10558,Dairy,Dairy,Drink,6.25,2.4375,5,Double Down Sale,Canada,M,M,5,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,1,1,Even Better,1.25,8.02,6.02,0,0,20,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Cash Register Handout,142.71
10559,Bread,Baked Goods,Food,2.91,1.0185,3,Super Savers,USA,M,F,2,Bachelors Degree,Normal,Professional,N,0,$10K - $30K,1,0,Fantastic,0.97,9.8,8.8,1,0,18,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,"Sunday Paper, Radio",64.76
10560,Jams and Jellies,Baking Goods,Food,1.46,0.4672,2,Tip Top Savings,USA,M,M,0,Bachelors Degree,Silver,Professional,Y,4,$50K - $70K,0,4,Plato,0.73,20.9,17.8,0,1,23,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio, TV",54.9
10561,Starchy Foods,Starchy Foods,Food,5.62,2.6976,2,You Save Days,USA,M,M,3,High School Degree,Golden,Manual,N,4,$30K - $50K,3,4,Shady Lake,2.81,11,8,1,1,26,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Sunday Paper,51.27
10562,Snack Foods,Snack Foods,Food,7.05,3.243,3,Savings Galore,Canada,S,M,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,0,Horatio,2.35,17.8,15.7,1,0,13,Mid-Size Grocery,Victoria,BC,34452,27463,4193,2795,1,0,0,0,1,In-Store Coupon,130.06
10563,Kitchen Products,Household,Non-Consumable,5.7,2.508,3,Double Down Sale,USA,S,M,1,High School Degree,Bronze,Professional,N,2,$90K - $110K,0,2,Sunset,1.9,17.4,15.3,1,0,19,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,TV,95.74
10564,Vegetables,Produce,Food,7.95,2.4645,3,Price Winners,Mexico,M,F,1,Partial High School,Bronze,Professional,Y,4,$90K - $110K,0,4,Ebony,2.65,10.8,8.8,0,0,21,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Sunday Paper, Radio, TV",147.18
10565,Carbonated Beverages,Beverages,Drink,3.87,1.7028,3,Price Savers,USA,S,F,3,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,1,Token,1.29,6.73,4.73,0,0,9,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",111.7
10566,Bathroom Products,Health and Hygiene,Non-Consumable,5.96,2.1456,4,Two Day Sale,USA,S,M,2,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,2,Hilltop,1.49,13.1,10.1,0,0,9,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio",112.52
10567,Starchy Foods,Starchy Foods,Food,5.52,1.9872,4,I Cant Believe It Sale,USA,S,M,4,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,3,Monarch,1.38,13.3,11.3,1,1,35,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Product Attachment,69.47
